salesperson,transaction_count,total_sales,average_sale_price,total_commission,average_commission_rate,first_sale_date,last_sale_date
Kelly Welch,1,17064.0,17064.0,973.13,0.057,2023-03-04,2023-03-04
Maria Pacheco,1,17063.0,17063.0,1871.78,0.1097,2022-11-11,2022-11-11
Miguel Morris,1,17063.0,17063.0,2018.98,0.1183,2022-06-27,2022-06-27
Clarence Jones,1,17061.0,17061.0,1806.38,0.1059,2022-08-11,2022-08-11
Nicole Pitts DVM,1,17061.0,17061.0,2348.58,0.1377,2023-03-05,2023-03-05
Sheila Davis,1,17059.0,17059.0,1148.17,0.0673,2022-09-21,2022-09-21
Ryan Nguyen,1,17058.0,17058.0,1276.16,0.0748,2022-07-02,2022-07-02
Charles Hunt,1,17058.0,17058.0,2406.11,0.1411,2023-02-11,2023-02-11
Mary Robertson,1,17058.0,17058.0,1300.38,0.0762,2023-04-15,2023-04-15
Kevin Cummings,1,17056.0,17056.0,1887.33,0.1107,2023-01-13,2023-01-13
Mark Hall,1,17056.0,17056.0,1380.58,0.0809,2022-07-25,2022-07-25
Brian Callahan,1,17054.0,17054.0,1834.11,0.1075,2022-11-23,2022-11-23
Kevin Walters,1,17053.0,17053.0,1944.47,0.114,2022-08-25,2022-08-25
Alexander Cox,1,17052.0,17052.0,2432.38,0.1426,2022-08-28,2022-08-28
Carol Willis,1,17051.0,17051.0,907.06,0.0532,2023-03-20,2023-03-20
Julie Little,1,17049.0,17049.0,1557.43,0.0914,2022-05-03,2022-05-03
Ashley Koch,1,17048.0,17048.0,2287.66,0.1342,2023-03-01,2023-03-01
Jerry Martin,1,17047.0,17047.0,2501.47,0.1467,2023-03-20,2023-03-20
Jo Collier,1,17045.0,17045.0,1480.45,0.0869,2022-10-09,2022-10-09
David Hogan,1,17043.0,17043.0,994.71,0.0584,2023-01-17,2023-01-17
Tabitha Rollins,1,17040.0,17040.0,1418.89,0.0833,2022-07-29,2022-07-29
James Graham,1,17040.0,17040.0,2059.67,0.1209,2023-04-08,2023-04-08
Cassandra Wade,1,17039.0,17039.0,1078.47,0.0633,2023-04-23,2023-04-23
Jonathan Velasquez,1,17039.0,17039.0,1151.84,0.0676,2023-01-10,2023-01-10
Ryan Hunter,1,17038.0,17038.0,2159.33,0.1267,2022-06-01,2022-06-01
Patrick Woodward,1,17038.0,17038.0,2273.83,0.1335,2023-01-28,2023-01-28
Angela Shepherd,1,17038.0,17038.0,1186.65,0.0696,2022-10-20,2022-10-20
Timothy Lowery,1,17036.0,17036.0,884.85,0.0519,2022-10-06,2022-10-06
John Ryan,1,17036.0,17036.0,1845.5,0.1083,2022-09-15,2022-09-15
Haley Richards,1,17035.0,17035.0,1523.78,0.0895,2022-11-26,2022-11-26
Dustin Hill,1,17033.0,17033.0,1633.01,0.0959,2022-05-07,2022-05-07
Joshua Price,1,17033.0,17033.0,1318.37,0.0774,2023-03-20,2023-03-20
Caleb Cunningham,1,17031.0,17031.0,1111.8,0.0653,2022-10-23,2022-10-23
Rickey Smith,1,17030.0,17030.0,2004.8,0.1177,2022-07-22,2022-07-22
Shawn Boyer,1,17030.0,17030.0,2396.88,0.1407,2022-10-07,2022-10-07
Phyllis Johnson,1,17028.0,17028.0,1509.91,0.0887,2023-02-28,2023-02-28
Dustin Day,1,17027.0,17027.0,1299.06,0.0763,2022-07-17,2022-07-17
Terry Perry,1,17026.0,17026.0,1020.94,0.06,2022-10-17,2022-10-17
Karen Flores,1,17026.0,17026.0,1338.42,0.0786,2022-08-05,2022-08-05
Dennis Wood,1,17024.0,17024.0,2101.14,0.1234,2022-11-18,2022-11-18
Amy Richards,1,17023.0,17023.0,1866.17,0.1096,2023-02-10,2023-02-10
Joshua Stark,1,17017.0,17017.0,1425.54,0.0838,2023-02-03,2023-02-03
Christopher Rodgers,1,17016.0,17016.0,2551.46,0.1499,2022-08-14,2022-08-14
Cassandra Turner,1,17016.0,17016.0,2468.28,0.1451,2023-04-05,2023-04-05
Helen Key,1,17015.0,17015.0,2114.9,0.1243,2022-10-31,2022-10-31
Lisa Anderson DDS,1,17015.0,17015.0,1946.86,0.1144,2022-11-13,2022-11-13
Eric Woods,1,17014.0,17014.0,2253.34,0.1324,2022-08-13,2022-08-13
Cynthia Pitts,1,17014.0,17014.0,1432.62,0.0842,2023-04-21,2023-04-21
Shawn Rivers,1,17012.0,17012.0,2456.28,0.1444,2023-01-25,2023-01-25
Devin French MD,1,17011.0,17011.0,1054.36,0.062,2022-11-26,2022-11-26
Maria James,1,17010.0,17010.0,1945.45,0.1144,2023-01-31,2023-01-31
Christy Park,1,17010.0,17010.0,1791.48,0.1053,2023-02-14,2023-02-14
Dennis Parker,1,17008.0,17008.0,982.7,0.0578,2022-08-27,2022-08-27
Robin Cole,1,17007.0,17007.0,2401.89,0.1412,2022-10-09,2022-10-09
Carl Miller,1,17007.0,17007.0,977.97,0.0575,2022-07-18,2022-07-18
Edwin Mayo,1,17004.0,17004.0,2499.51,0.147,2022-11-29,2022-11-29
Richard Wright,1,17004.0,17004.0,2158.8,0.127,2022-10-15,2022-10-15
Valerie Eaton,1,16999.0,16999.0,1198.96,0.0705,2022-07-01,2022-07-01
John Keller,1,16999.0,16999.0,1787.86,0.1052,2022-11-08,2022-11-08
Jose Hood,1,16997.0,16997.0,1642.78,0.0967,2022-11-28,2022-11-28
Ryan Clements,1,16996.0,16996.0,1197.11,0.0704,2023-04-21,2023-04-21
Jeremiah Young,1,16995.0,16995.0,1325.77,0.078,2022-05-27,2022-05-27
Dustin Griffin,1,16994.0,16994.0,1944.57,0.1144,2023-03-02,2023-03-02
Vicki Haynes,1,16993.0,16993.0,1401.27,0.0825,2022-08-13,2022-08-13
Mary Jenkins,1,16993.0,16993.0,2487.68,0.1464,2023-03-28,2023-03-28
Sarah Farmer,1,16991.0,16991.0,2084.82,0.1227,2022-11-03,2022-11-03
Anthony Ramos,1,16990.0,16990.0,1436.81,0.0846,2023-02-26,2023-02-26
Derek Henderson,1,16989.0,16989.0,2043.54,0.1203,2022-07-24,2022-07-24
Elizabeth Sutton,1,16989.0,16989.0,1882.42,0.1108,2023-03-05,2023-03-05
John Duke,1,16988.0,16988.0,2184.08,0.1286,2022-06-03,2022-06-03
Julian Burgess,1,16987.0,16987.0,2228.61,0.1312,2023-02-14,2023-02-14
Marcia Crane,1,16986.0,16986.0,2050.05,0.1207,2022-11-10,2022-11-10
Patrick Noble,1,16986.0,16986.0,2478.74,0.1459,2022-11-17,2022-11-17
Franklin Meyer,1,16984.0,16984.0,2364.61,0.1392,2022-07-06,2022-07-06
Andrea Fisher,1,16982.0,16982.0,858.56,0.0506,2022-08-16,2022-08-16
Julie Holland,1,16981.0,16981.0,1470.83,0.0866,2022-10-03,2022-10-03
Tanner Lucas,1,16978.0,16978.0,1915.75,0.1128,2023-04-09,2023-04-09
Darryl Tapia,1,16976.0,16976.0,1732.67,0.1021,2022-12-20,2022-12-20
Lynn Mcpherson,1,16975.0,16975.0,1673.16,0.0986,2022-05-23,2022-05-23
Chad Gordon,1,16970.0,16970.0,1655.44,0.0976,2022-08-31,2022-08-31
Jessica Sharp DVM,1,16966.0,16966.0,2227.46,0.1313,2022-05-29,2022-05-29
April Irwin,1,16966.0,16966.0,2432.27,0.1434,2023-04-29,2023-04-29
Kristine Richmond,1,16966.0,16966.0,1627.82,0.0959,2022-12-26,2022-12-26
Madison Griffin,1,16963.0,16963.0,2423.27,0.1429,2022-07-29,2022-07-29
Jose Allison,1,16963.0,16963.0,2311.84,0.1363,2022-12-17,2022-12-17
Ronnie Evans,1,16961.0,16961.0,2096.8,0.1236,2022-08-17,2022-08-17
Jonathan Wagner,1,16960.0,16960.0,1498.63,0.0884,2022-08-20,2022-08-20
Evan White,1,16959.0,16959.0,966.12,0.057,2022-07-08,2022-07-08
Julie Rose,1,16958.0,16958.0,1992.37,0.1175,2022-10-31,2022-10-31
Nancy Oneal,1,16955.0,16955.0,947.81,0.0559,2023-02-07,2023-02-07
Debra Evans,1,16954.0,16954.0,2441.74,0.144,2023-03-17,2023-03-17
Sara Ward,1,16954.0,16954.0,2377.91,0.1403,2022-10-07,2022-10-07
Mr. Daniel Russo MD,1,16953.0,16953.0,1175.94,0.0694,2023-03-20,2023-03-20
Marcus Goodwin,1,16952.0,16952.0,1009.08,0.0595,2022-11-15,2022-11-15
Mr. Scott Nelson,1,16952.0,16952.0,1421.36,0.0838,2022-08-23,2022-08-23
Joseph Cooper,1,16949.0,16949.0,1184.41,0.0699,2022-11-15,2022-11-15
Gary Sutton,1,16944.0,16944.0,920.02,0.0543,2023-01-30,2023-01-30
Scott Knapp,1,16943.0,16943.0,1164.45,0.0687,2022-09-22,2022-09-22
Matthew Kemp,1,16942.0,16942.0,2071.98,0.1223,2022-06-20,2022-06-20
Joy Morris,1,16942.0,16942.0,1416.63,0.0836,2022-10-21,2022-10-21
Peggy Clements,1,16941.0,16941.0,2480.62,0.1464,2023-04-13,2023-04-13
Mitchell Baker,1,16939.0,16939.0,942.46,0.0556,2022-10-01,2022-10-01
Tyler Frank,1,16937.0,16937.0,890.08,0.0526,2023-02-08,2023-02-08
Leonard Melendez,1,16936.0,16936.0,863.62,0.051,2022-12-03,2022-12-03
Justin Montgomery,1,16933.0,16933.0,1537.81,0.0908,2022-06-21,2022-06-21
Jaime Mccormick,1,16932.0,16932.0,1995.17,0.1178,2022-10-14,2022-10-14
Suzanne Harris,1,16931.0,16931.0,2348.58,0.1387,2023-03-11,2023-03-11
Tim Russell,1,16929.0,16929.0,1227.75,0.0725,2023-01-11,2023-01-11
Zachary Sanders,1,16927.0,16927.0,1088.64,0.0643,2023-04-02,2023-04-02
Brent Davila,1,16926.0,16926.0,1476.03,0.0872,2022-08-09,2022-08-09
Russell Burns,1,16922.0,16922.0,1361.32,0.0804,2022-10-22,2022-10-22
Richard Jimenez,1,16920.0,16920.0,2286.86,0.1352,2022-07-06,2022-07-06
Natasha Walker,1,16919.0,16919.0,1477.98,0.0874,2023-02-11,2023-02-11
Jill Morales,1,16918.0,16918.0,1215.33,0.0718,2022-07-04,2022-07-04
Chelsea Hayes,1,16917.0,16917.0,1735.41,0.1026,2022-05-05,2022-05-05
Tracy Lucas,1,16917.0,16917.0,1201.29,0.071,2022-07-16,2022-07-16
Paul Weaver,1,16916.0,16916.0,1914.21,0.1132,2022-07-02,2022-07-02
Allen Buchanan,1,16915.0,16915.0,1509.12,0.0892,2022-07-29,2022-07-29
Arthur Harding,1,16914.0,16914.0,2138.93,0.1265,2022-07-16,2022-07-16
Kristen Barber,1,16912.0,16912.0,1091.5,0.0645,2022-11-10,2022-11-10
Ann King,1,16910.0,16910.0,1097.66,0.0649,2022-12-20,2022-12-20
Samuel Mcfarland,1,16910.0,16910.0,1992.12,0.1178,2022-06-26,2022-06-26
Kimberly Yang,1,16908.0,16908.0,1325.97,0.0784,2022-08-07,2022-08-07
James Davies,1,16906.0,16906.0,1283.84,0.0759,2022-10-04,2022-10-04
Kathryn Hayes,1,16903.0,16903.0,1617.97,0.0957,2022-10-03,2022-10-03
Sarah Christensen,1,16902.0,16902.0,1190.59,0.0704,2022-09-19,2022-09-19
Jennifer Briggs,1,16900.0,16900.0,1722.72,0.1019,2022-12-20,2022-12-20
Jocelyn Williams,1,16899.0,16899.0,1741.11,0.103,2022-06-10,2022-06-10
Devon Tate,1,16899.0,16899.0,1269.49,0.0751,2022-06-10,2022-06-10
Austin Prince,1,16899.0,16899.0,2454.55,0.1452,2022-10-18,2022-10-18
Brianna Webb,1,16899.0,16899.0,1409.66,0.0834,2022-07-24,2022-07-24
Kimberly Jennings,1,16895.0,16895.0,1577.41,0.0934,2022-08-01,2022-08-01
Julia Burnett,1,16894.0,16894.0,2513.86,0.1488,2023-01-23,2023-01-23
Sarah Newman,1,16892.0,16892.0,2509.49,0.1486,2022-05-29,2022-05-29
Larry Hodge,1,16892.0,16892.0,2424.62,0.1435,2022-06-09,2022-06-09
Kenneth Weber,1,16888.0,16888.0,2354.79,0.1394,2022-07-15,2022-07-15
Carrie Nelson DDS,1,16884.0,16884.0,919.14,0.0544,2022-07-18,2022-07-18
Melvin Walsh,1,16883.0,16883.0,959.5,0.0568,2022-11-07,2022-11-07
Patricia Woods,1,16883.0,16883.0,2064.39,0.1223,2023-01-22,2023-01-22
Nicholas Nixon,1,16883.0,16883.0,2265.35,0.1342,2022-09-17,2022-09-17
Jillian Moore,1,16882.0,16882.0,2073.61,0.1228,2022-11-24,2022-11-24
Julie Hicks,1,16882.0,16882.0,886.77,0.0525,2023-04-15,2023-04-15
Diana Webster,1,16879.0,16879.0,1085.97,0.0643,2023-02-07,2023-02-07
Denise Gaines,1,16874.0,16874.0,2365.66,0.1402,2022-07-16,2022-07-16
David Huynh,1,16874.0,16874.0,1678.94,0.0995,2022-05-17,2022-05-17
Jennifer Wallace MD,1,16873.0,16873.0,2309.9,0.1369,2023-02-12,2023-02-12
Patricia Stevens,1,16872.0,16872.0,2340.45,0.1387,2022-05-30,2022-05-30
Kevin Garza,1,16870.0,16870.0,1041.83,0.0618,2023-01-30,2023-01-30
Kelsey Gray,1,16867.0,16867.0,1861.74,0.1104,2022-05-17,2022-05-17
April Jacobs,1,16867.0,16867.0,1329.31,0.0788,2023-03-20,2023-03-20
Erika Silva,1,16865.0,16865.0,1163.52,0.069,2022-05-12,2022-05-12
Monica Bell,1,16863.0,16863.0,1841.76,0.1092,2022-07-26,2022-07-26
Alisha Whitaker,1,16863.0,16863.0,1185.28,0.0703,2022-12-05,2022-12-05
Melanie Steele,1,16863.0,16863.0,2040.54,0.121,2022-12-26,2022-12-26
Tonya Young,1,16862.0,16862.0,1017.16,0.0603,2023-03-03,2023-03-03
Edward Hicks,1,16861.0,16861.0,2515.25,0.1492,2022-09-09,2022-09-09
Daniel Rivera,1,16859.0,16859.0,1948.32,0.1156,2022-07-21,2022-07-21
Jasmine Simpson,1,16857.0,16857.0,2493.98,0.1479,2022-12-04,2022-12-04
Eric Simon,1,16857.0,16857.0,2138.21,0.1268,2023-04-01,2023-04-01
Jessica Hunter,1,16854.0,16854.0,1541.53,0.0915,2022-11-25,2022-11-25
Ashley Acosta,1,16852.0,16852.0,1971.59,0.117,2022-05-15,2022-05-15
Nathaniel Mcdonald,1,16851.0,16851.0,1544.2,0.0916,2022-10-08,2022-10-08
Kyle Arnold,1,16851.0,16851.0,1881.16,0.1116,2022-11-05,2022-11-05
Erika Cook,1,16850.0,16850.0,2320.97,0.1377,2022-10-08,2022-10-08
Adam Robinson,1,16850.0,16850.0,1574.33,0.0934,2022-12-18,2022-12-18
Timothy Cain,1,16849.0,16849.0,1905.53,0.1131,2022-05-22,2022-05-22
Kim Morse,1,16849.0,16849.0,1408.75,0.0836,2022-11-26,2022-11-26
Christian Walls,1,16848.0,16848.0,1594.66,0.0946,2022-05-30,2022-05-30
Monica Nguyen,1,16846.0,16846.0,1519.26,0.0902,2023-02-14,2023-02-14
Kelly Cardenas,1,16841.0,16841.0,1913.15,0.1136,2022-09-03,2022-09-03
Roger Schmidt,1,16838.0,16838.0,2341.01,0.139,2022-06-26,2022-06-26
Jared Adams,1,16837.0,16837.0,1242.98,0.0738,2022-11-01,2022-11-01
Brandi Garrison,1,16834.0,16834.0,1012.15,0.0601,2023-01-26,2023-01-26
Karina Miller,1,16833.0,16833.0,2218.53,0.1318,2022-06-29,2022-06-29
Jordan Rowland,1,16833.0,16833.0,2332.24,0.1386,2022-11-12,2022-11-12
Stacy Hill,1,16828.0,16828.0,1903.49,0.1131,2023-04-29,2023-04-29
Matthew Osborn,1,16827.0,16827.0,1641.22,0.0975,2022-12-24,2022-12-24
Nathan Murphy,1,16827.0,16827.0,2445.73,0.1453,2022-11-21,2022-11-21
Billy Blanchard,1,16826.0,16826.0,1039.46,0.0618,2023-03-20,2023-03-20
Eric Garza,1,16825.0,16825.0,1031.96,0.0613,2023-01-26,2023-01-26
Joseph Velasquez,1,16825.0,16825.0,2216.72,0.1318,2022-06-02,2022-06-02
Mark Maldonado,1,16825.0,16825.0,1277.87,0.076,2022-11-08,2022-11-08
Andrew Mills,1,16823.0,16823.0,2048.76,0.1218,2022-10-11,2022-10-11
Barbara Hayes,1,16822.0,16822.0,1674.87,0.0996,2022-07-31,2022-07-31
Leslie Le,1,16821.0,16821.0,1678.84,0.0998,2022-12-29,2022-12-29
Andrew Dickerson,1,16821.0,16821.0,1856.65,0.1104,2022-09-16,2022-09-16
April Phillips,1,16819.0,16819.0,2290.04,0.1362,2022-08-01,2022-08-01
Megan Hubbard,1,16818.0,16818.0,2005.31,0.1192,2022-05-04,2022-05-04
Cheryl Alexander,1,16817.0,16817.0,1342.76,0.0798,2022-06-20,2022-06-20
Sarah Briggs,1,16816.0,16816.0,947.65,0.0564,2023-02-05,2023-02-05
Larry Vasquez,1,16815.0,16815.0,1601.67,0.0953,2023-04-14,2023-04-14
Meredith Roberts,1,16815.0,16815.0,1359.31,0.0808,2022-08-01,2022-08-01
Michele Potter,1,16815.0,16815.0,1085.62,0.0646,2022-06-20,2022-06-20
Jason Hogan,1,16813.0,16813.0,2086.75,0.1241,2022-09-11,2022-09-11
Margaret Blake,1,16811.0,16811.0,1596.57,0.095,2022-05-07,2022-05-07
Mark Oconnor,1,16811.0,16811.0,2143.57,0.1275,2022-11-08,2022-11-08
Travis Thompson,1,16810.0,16810.0,2083.62,0.124,2023-04-19,2023-04-19
Mallory Thompson,1,16809.0,16809.0,1248.2,0.0743,2023-03-05,2023-03-05
Sandra Walls,1,16809.0,16809.0,2495.33,0.1485,2022-11-15,2022-11-15
Gabriel Gray,1,16807.0,16807.0,1252.52,0.0745,2022-11-19,2022-11-19
Monique Hughes,1,16806.0,16806.0,1539.76,0.0916,2022-10-11,2022-10-11
Franklin Rose,1,16804.0,16804.0,1688.19,0.1005,2022-10-09,2022-10-09
Shannon Bryan,1,16804.0,16804.0,1334.91,0.0794,2022-12-01,2022-12-01
Gary Malone,1,16802.0,16802.0,1001.08,0.0596,2022-08-18,2022-08-18
Leslie Castillo,1,16800.0,16800.0,1057.1,0.0629,2022-08-29,2022-08-29
Andrea Koch,1,16799.0,16799.0,1878.59,0.1118,2022-10-26,2022-10-26
Peter Spears,1,16798.0,16798.0,1305.46,0.0777,2022-10-14,2022-10-14
Mr. Luis West Jr.,1,16797.0,16797.0,2439.38,0.1452,2023-03-05,2023-03-05
Cheryl Walsh,1,16796.0,16796.0,1439.55,0.0857,2023-03-24,2023-03-24
Jennifer Hahn,1,16793.0,16793.0,2200.22,0.131,2022-08-24,2022-08-24
Bianca Roberts,1,16792.0,16792.0,2405.52,0.1433,2023-03-01,2023-03-01
Eric Lowery,1,16792.0,16792.0,2008.33,0.1196,2022-10-10,2022-10-10
Miguel Mathews,1,16790.0,16790.0,1067.31,0.0636,2022-12-28,2022-12-28
Cindy Ochoa,1,16788.0,16788.0,2153.79,0.1283,2022-06-11,2022-06-11
Mr. Michael Macdonald Jr.,1,16786.0,16786.0,1014.62,0.0604,2022-09-05,2022-09-05
Geoffrey Rodriguez,1,16785.0,16785.0,1110.79,0.0662,2023-03-05,2023-03-05
Corey Ross,1,16784.0,16784.0,1209.94,0.0721,2022-11-27,2022-11-27
Haley Maxwell,1,16784.0,16784.0,2496.08,0.1487,2023-01-20,2023-01-20
Dr. Anna Stewart,1,16784.0,16784.0,1855.35,0.1105,2023-03-07,2023-03-07
Debbie Ramos DDS,1,16783.0,16783.0,1125.74,0.0671,2022-10-22,2022-10-22
Ronald Rivera,1,16781.0,16781.0,2125.96,0.1267,2022-09-15,2022-09-15
Kerry Jones,1,16780.0,16780.0,1586.0,0.0945,2022-05-05,2022-05-05
Tamara Young,1,16780.0,16780.0,2425.59,0.1446,2022-09-23,2022-09-23
Sheila Snyder,1,16779.0,16779.0,2321.8,0.1384,2022-12-28,2022-12-28
Kelly Hodge,1,16778.0,16778.0,1372.49,0.0818,2022-11-12,2022-11-12
Joshua Rodriguez,1,16777.0,16777.0,1829.87,0.1091,2022-08-06,2022-08-06
Amber Torres,1,16776.0,16776.0,1421.87,0.0848,2022-08-17,2022-08-17
Andre Lopez,1,16774.0,16774.0,1903.73,0.1135,2022-06-15,2022-06-15
Mark Moreno,1,16774.0,16774.0,1740.12,0.1037,2022-06-15,2022-06-15
Jill Black,1,16772.0,16772.0,1281.07,0.0764,2022-08-01,2022-08-01
Erica Madden,1,16771.0,16771.0,1736.04,0.1035,2022-08-28,2022-08-28
Richard Lawson,1,16771.0,16771.0,1682.68,0.1003,2022-05-11,2022-05-11
Mrs. Donna Jordan DVM,1,16770.0,16770.0,2209.93,0.1318,2022-07-23,2022-07-23
Isabella Davis,1,16768.0,16768.0,1713.98,0.1022,2022-11-15,2022-11-15
Brandi Mack MD,1,16768.0,16768.0,2301.85,0.1373,2023-02-13,2023-02-13
Joanne Serrano,1,16766.0,16766.0,2072.68,0.1236,2022-05-18,2022-05-18
Adam Oliver,1,16766.0,16766.0,863.61,0.0515,2022-10-05,2022-10-05
Joseph Grant,1,16766.0,16766.0,1167.06,0.0696,2022-07-19,2022-07-19
Tina Bolton,1,16761.0,16761.0,2507.34,0.1496,2022-10-01,2022-10-01
Karen Burton,1,16760.0,16760.0,1948.88,0.1163,2022-10-17,2022-10-17
Gina Wilcox,1,16759.0,16759.0,2285.72,0.1364,2022-11-10,2022-11-10
Denise Gonzalez,1,16755.0,16755.0,1617.72,0.0966,2022-05-07,2022-05-07
Whitney Tanner,1,16755.0,16755.0,1692.39,0.101,2022-05-15,2022-05-15
Amber Davenport,1,16754.0,16754.0,1057.86,0.0631,2023-03-21,2023-03-21
Cameron Nguyen,1,16754.0,16754.0,1888.25,0.1127,2022-09-26,2022-09-26
Derek Farrell,1,16752.0,16752.0,857.21,0.0512,2023-01-29,2023-01-29
Alexis Holmes,1,16752.0,16752.0,1903.43,0.1136,2022-06-25,2022-06-25
Ryan Silva,1,16752.0,16752.0,1422.17,0.0849,2022-07-18,2022-07-18
Wendy Ellis,1,16751.0,16751.0,1971.62,0.1177,2022-05-11,2022-05-11
Harold Dorsey,1,16751.0,16751.0,2018.61,0.1205,2022-12-07,2022-12-07
Laura Lopez,1,16748.0,16748.0,2185.05,0.1305,2022-09-02,2022-09-02
Karina Flynn,1,16748.0,16748.0,1793.97,0.1071,2023-02-15,2023-02-15
Sheena Barnes,1,16745.0,16745.0,2289.21,0.1367,2023-03-29,2023-03-29
Corey Williams Jr.,1,16745.0,16745.0,1043.55,0.0623,2022-11-18,2022-11-18
Brenda Thomas,1,16744.0,16744.0,2061.46,0.1231,2023-03-12,2023-03-12
Jessica James,1,16743.0,16743.0,2331.54,0.1393,2022-08-03,2022-08-03
Gary Parker,1,16742.0,16742.0,1685.11,0.1007,2022-05-13,2022-05-13
Maria Butler,1,16739.0,16739.0,1637.9,0.0978,2023-02-04,2023-02-04
Jasmine Hopkins,1,16738.0,16738.0,1373.15,0.082,2022-07-09,2022-07-09
Tamara Black,1,16736.0,16736.0,1143.18,0.0683,2022-10-15,2022-10-15
Jared Guerra,1,16735.0,16735.0,1143.7,0.0683,2022-07-25,2022-07-25
Katherine Pham,1,16735.0,16735.0,1404.56,0.0839,2022-06-05,2022-06-05
Jody Scott,1,16733.0,16733.0,1809.88,0.1082,2022-10-01,2022-10-01
Parker Craig,1,16730.0,16730.0,2011.16,0.1202,2022-10-06,2022-10-06
Brandon Burns,1,16728.0,16728.0,2236.72,0.1337,2022-09-05,2022-09-05
Patricia Griffin,1,16727.0,16727.0,1209.28,0.0723,2022-12-30,2022-12-30
Ryan Avila,1,16727.0,16727.0,2219.69,0.1327,2023-01-02,2023-01-02
Cheryl Evans,1,16727.0,16727.0,1037.76,0.062,2022-11-22,2022-11-22
Kelly Vasquez,1,16727.0,16727.0,1428.29,0.0854,2022-06-27,2022-06-27
Marcus Jordan,1,16727.0,16727.0,2507.05,0.1499,2023-03-12,2023-03-12
Timothy Gill,1,16723.0,16723.0,1796.45,0.1074,2022-09-29,2022-09-29
Andrew Shaw,1,16722.0,16722.0,1561.42,0.0934,2022-11-24,2022-11-24
Gail Stewart,1,16722.0,16722.0,1208.26,0.0723,2022-12-05,2022-12-05
Nicole Ray,1,16722.0,16722.0,945.95,0.0566,2022-08-16,2022-08-16
Timothy Sullivan Jr.,1,16722.0,16722.0,2076.78,0.1242,2022-12-14,2022-12-14
Shannon Malone,1,16719.0,16719.0,2216.48,0.1326,2022-11-22,2022-11-22
Omar Alexander,1,16719.0,16719.0,1303.08,0.0779,2022-08-04,2022-08-04
Taylor Nixon,1,16719.0,16719.0,1510.11,0.0903,2022-06-08,2022-06-08
Alyssa Rivera,1,16716.0,16716.0,2480.91,0.1484,2023-04-23,2023-04-23
Alison Ibarra MD,1,16714.0,16714.0,1013.91,0.0607,2022-10-02,2022-10-02
Joseph Castro,1,16714.0,16714.0,892.08,0.0534,2022-06-02,2022-06-02
Laura Harrington,1,16712.0,16712.0,1032.08,0.0618,2023-02-28,2023-02-28
Steven Baldwin,1,16710.0,16710.0,2213.51,0.1325,2023-02-21,2023-02-21
Terri Pitts,1,16710.0,16710.0,885.9,0.053,2022-07-21,2022-07-21
Oscar Clarke,1,16709.0,16709.0,1017.16,0.0609,2022-06-10,2022-06-10
Karen Hansen,1,16709.0,16709.0,2121.11,0.1269,2022-05-05,2022-05-05
Melanie Cox,1,16709.0,16709.0,2235.08,0.1338,2023-04-11,2023-04-11
Craig Romero,1,16708.0,16708.0,1492.02,0.0893,2022-12-03,2022-12-03
Ashley Crosby,1,16707.0,16707.0,1515.63,0.0907,2022-07-18,2022-07-18
Craig Grant,1,16706.0,16706.0,1581.36,0.0947,2022-11-19,2022-11-19
Stacy Barnett,1,16703.0,16703.0,1256.69,0.0752,2022-05-18,2022-05-18
Joann Miller,1,16702.0,16702.0,1901.63,0.1139,2022-06-24,2022-06-24
Edward Kent,1,16702.0,16702.0,1499.75,0.0898,2022-08-19,2022-08-19
Daniel Roth,1,16700.0,16700.0,1074.4,0.0643,2022-09-20,2022-09-20
Anna Peterson,1,16693.0,16693.0,1051.66,0.063,2022-08-10,2022-08-10
Stephen Miller,1,16691.0,16691.0,1987.91,0.1191,2023-02-18,2023-02-18
Martin Fernandez,1,16691.0,16691.0,2415.11,0.1447,2023-03-05,2023-03-05
Russell Gray,1,16691.0,16691.0,1493.28,0.0895,2023-02-10,2023-02-10
Tiffany Lin,1,16689.0,16689.0,2412.78,0.1446,2023-01-23,2023-01-23
Tabitha Henderson,1,16688.0,16688.0,2501.75,0.1499,2022-09-18,2022-09-18
William Allen,1,16686.0,16686.0,2069.08,0.124,2022-06-21,2022-06-21
Mary Moody,1,16682.0,16682.0,2004.08,0.1201,2022-06-15,2022-06-15
Troy Cardenas,1,16681.0,16681.0,905.26,0.0543,2022-07-06,2022-07-06
Alexander Padilla,1,16679.0,16679.0,890.24,0.0534,2022-10-04,2022-10-04
Amanda Stevens,1,16679.0,16679.0,1652.32,0.0991,2023-01-08,2023-01-08
Kimberly Powers,1,16679.0,16679.0,1924.62,0.1154,2023-03-07,2023-03-07
Maurice Thompson,1,16677.0,16677.0,2410.88,0.1446,2022-12-06,2022-12-06
Beth Ruiz,1,16675.0,16675.0,2403.59,0.1441,2023-01-19,2023-01-19
Michael Lowery,1,16673.0,16673.0,2063.16,0.1237,2023-01-13,2023-01-13
Victor Turner,1,16673.0,16673.0,2416.13,0.1449,2022-06-05,2022-06-05
Tracy Silva,1,16673.0,16673.0,2130.08,0.1278,2022-09-12,2022-09-12
Jerry Davis,1,16671.0,16671.0,1571.22,0.0942,2022-06-08,2022-06-08
Jose Rose,1,16671.0,16671.0,2011.39,0.1207,2022-06-10,2022-06-10
Angela Murillo,1,16670.0,16670.0,1238.97,0.0743,2022-12-12,2022-12-12
